img1_path,img2_path,label,pose_bin1,pose_bin2
data/processed/aligned/60-05.jpg,data/processed/aligned/44-03.jpg,0,frontal,half-profile
data/processed/aligned/143-08.jpg,data/processed/aligned/143-13.jpg,1,half-profile,frontal
data/processed/aligned/133-09.jpg,data/processed/aligned/133-11.jpg,1,half-profile,frontal
data/processed/aligned/180-01.jpg,data/processed/aligned/7-10.jpg,0,profile,profile
data/processed/aligned/50-06.jpg,data/processed/aligned/50-11.jpg,1,frontal,frontal
data/processed/aligned/68-12.jpg,data/processed/aligned/189-03.jpg,0,frontal,half-profile
data/processed/aligned/167-08.jpg,data/processed/aligned/185-10.jpg,0,frontal,profile
data/processed/aligned/7-02.jpg,data/processed/aligned/138-03.jpg,0,half-profile,half-profile
data/processed/aligned/135-08.jpg,data/processed/aligned/172-10.jpg,0,half-profile,profile
data/processed/aligned/28-11.jpg,data/processed/aligned/28-14.jpg,1,frontal,frontal
data/processed/aligned/1-03.jpg,data/processed/aligned/76-10.jpg,0,half-profile,profile
data/processed/aligned/52-01.jpg,data/processed/aligned/52-12.jpg,1,profile,frontal
data/processed/aligned/82-14.jpg,data/processed/aligned/63-07.jpg,0,frontal,half-profile
data/processed/aligned/101-05.jpg,data/processed/aligned/101-14.jpg,1,frontal,frontal
data/processed/aligned/167-12.jpg,data/processed/aligned/150-10.jpg,0,frontal,profile
data/processed/aligned/86-01.jpg,data/processed/aligned/42-10.jpg,0,profile,profile
data/processed/aligned/8-09.jpg,data/processed/aligned/8-14.jpg,1,half-profile,frontal
data/processed/aligned/164-08.jpg,data/processed/aligned/164-09.jpg,1,half-profile,half-profile
data/processed/aligned/80-13.jpg,data/processed/aligned/140-02.jpg,0,frontal,half-profile
data/processed/aligned/146-05.jpg,data/processed/aligned/144-09.jpg,0,frontal,half-profile
data/processed/aligned/125-04.jpg,data/processed/aligned/97-01.jpg,0,half-profile,profile
data/processed/aligned/19-04.jpg,data/processed/aligned/105-01.jpg,0,half-profile,profile
data/processed/aligned/89-12.jpg,data/processed/aligned/89-13.jpg,1,frontal,frontal
data/processed/aligned/199-01.jpg,data/processed/aligned/199-02.jpg,1,profile,half-profile
data/processed/aligned/140-12.jpg,data/processed/aligned/140-14.jpg,1,frontal,frontal
data/processed/aligned/87-02.jpg,data/processed/aligned/87-10.jpg,1,half-profile,profile
data/processed/aligned/151-05.jpg,data/processed/aligned/151-09.jpg,1,frontal,half-profile
data/processed/aligned/146-01.jpg,data/processed/aligned/68-01.jpg,0,profile,profile
data/processed/aligned/32-09.jpg,data/processed/aligned/57-10.jpg,0,half-profile,profile
data/processed/aligned/141-13.jpg,data/processed/aligned/146-14.jpg,0,frontal,frontal
data/processed/aligned/153-01.jpg,data/processed/aligned/153-03.jpg,1,half-profile,half-profile
data/processed/aligned/147-09.jpg,data/processed/aligned/147-14.jpg,1,half-profile,frontal
data/processed/aligned/20-03.jpg,data/processed/aligned/20-10.jpg,1,half-profile,profile
data/processed/aligned/120-07.jpg,data/processed/aligned/120-09.jpg,1,half-profile,half-profile
data/processed/aligned/27-11.jpg,data/processed/aligned/78-10.jpg,0,frontal,profile
data/processed/aligned/156-10.jpg,data/processed/aligned/18-01.jpg,0,profile,profile
data/processed/aligned/20-02.jpg,data/processed/aligned/20-14.jpg,1,half-profile,frontal
data/processed/aligned/90-09.jpg,data/processed/aligned/52-03.jpg,0,half-profile,half-profile
data/processed/aligned/18-01.jpg,data/processed/aligned/18-06.jpg,1,profile,frontal
data/processed/aligned/82-02.jpg,data/processed/aligned/82-06.jpg,1,half-profile,frontal
data/processed/aligned/108-13.jpg,data/processed/aligned/85-08.jpg,0,frontal,half-profile
data/processed/aligned/116-03.jpg,data/processed/aligned/93-01.jpg,0,half-profile,profile
data/processed/aligned/29-10.jpg,data/processed/aligned/113-01.jpg,0,profile,profile
data/processed/aligned/182-07.jpg,data/processed/aligned/182-09.jpg,1,half-profile,half-profile
data/processed/aligned/24-11.jpg,data/processed/aligned/89-10.jpg,0,frontal,profile
data/processed/aligned/30-08.jpg,data/processed/aligned/130-01.jpg,0,half-profile,profile
data/processed/aligned/68-10.jpg,data/processed/aligned/155-10.jpg,0,profile,profile
data/processed/aligned/19-11.jpg,data/processed/aligned/32-10.jpg,0,frontal,profile
data/processed/aligned/94-04.jpg,data/processed/aligned/94-14.jpg,1,frontal,frontal
data/processed/aligned/149-02.jpg,data/processed/aligned/149-06.jpg,1,half-profile,frontal
data/processed/aligned/107-07.jpg,data/processed/aligned/107-11.jpg,1,half-profile,frontal
data/processed/aligned/28-08.jpg,data/processed/aligned/28-14.jpg,1,half-profile,frontal
data/processed/aligned/47-06.jpg,data/processed/aligned/47-13.jpg,1,frontal,frontal
data/processed/aligned/142-03.jpg,data/processed/aligned/104-01.jpg,0,half-profile,half-profile
data/processed/aligned/22-10.jpg,data/processed/aligned/35-10.jpg,0,profile,profile
data/processed/aligned/115-03.jpg,data/processed/aligned/5-04.jpg,0,half-profile,half-profile
data/processed/aligned/58-09.jpg,data/processed/aligned/101-08.jpg,0,half-profile,half-profile
data/processed/aligned/21-10.jpg,data/processed/aligned/32-01.jpg,0,profile,profile
data/processed/aligned/68-11.jpg,data/processed/aligned/132-06.jpg,0,frontal,frontal
data/processed/aligned/142-04.jpg,data/processed/aligned/68-08.jpg,0,half-profile,half-profile
data/processed/aligned/35-14.jpg,data/processed/aligned/120-10.jpg,0,frontal,profile
data/processed/aligned/44-13.jpg,data/processed/aligned/51-14.jpg,0,frontal,frontal
data/processed/aligned/58-01.jpg,data/processed/aligned/58-12.jpg,1,half-profile,frontal
data/processed/aligned/29-01.jpg,data/processed/aligned/29-09.jpg,1,profile,half-profile
data/processed/aligned/20-08.jpg,data/processed/aligned/85-10.jpg,0,half-profile,profile
data/processed/aligned/167-01.jpg,data/processed/aligned/167-14.jpg,1,profile,frontal
data/processed/aligned/164-01.jpg,data/processed/aligned/164-08.jpg,1,profile,half-profile
data/processed/aligned/93-04.jpg,data/processed/aligned/93-13.jpg,1,half-profile,frontal
data/processed/aligned/78-04.jpg,data/processed/aligned/21-02.jpg,0,half-profile,half-profile
data/processed/aligned/166-09.jpg,data/processed/aligned/68-10.jpg,0,half-profile,profile
data/processed/aligned/141-04.jpg,data/processed/aligned/141-06.jpg,1,half-profile,frontal
data/processed/aligned/25-10.jpg,data/processed/aligned/25-14.jpg,1,half-profile,frontal
data/processed/aligned/2-01.jpg,data/processed/aligned/29-01.jpg,0,profile,profile
data/processed/aligned/72-03.jpg,data/processed/aligned/72-14.jpg,1,half-profile,frontal
data/processed/aligned/136-11.jpg,data/processed/aligned/83-02.jpg,0,frontal,half-profile
data/processed/aligned/180-02.jpg,data/processed/aligned/5-10.jpg,0,profile,profile
data/processed/aligned/147-03.jpg,data/processed/aligned/147-12.jpg,1,half-profile,frontal
data/processed/aligned/175-07.jpg,data/processed/aligned/175-09.jpg,1,frontal,half-profile
data/processed/aligned/97-04.jpg,data/processed/aligned/28-04.jpg,0,half-profile,half-profile
data/processed/aligned/139-05.jpg,data/processed/aligned/99-13.jpg,0,frontal,frontal
data/processed/aligned/10-08.jpg,data/processed/aligned/51-02.jpg,0,half-profile,half-profile
data/processed/aligned/96-14.jpg,data/processed/aligned/35-07.jpg,0,frontal,half-profile
data/processed/aligned/115-05.jpg,data/processed/aligned/115-12.jpg,1,frontal,frontal
data/processed/aligned/121-02.jpg,data/processed/aligned/121-09.jpg,1,half-profile,half-profile
data/processed/aligned/130-09.jpg,data/processed/aligned/151-02.jpg,0,half-profile,half-profile
data/processed/aligned/109-03.jpg,data/processed/aligned/109-12.jpg,1,half-profile,frontal
data/processed/aligned/68-03.jpg,data/processed/aligned/68-05.jpg,1,half-profile,frontal
data/processed/aligned/124-03.jpg,data/processed/aligned/124-13.jpg,1,half-profile,frontal
data/processed/aligned/27-08.jpg,data/processed/aligned/27-09.jpg,1,half-profile,half-profile
data/processed/aligned/198-03.jpg,data/processed/aligned/57-07.jpg,0,half-profile,half-profile
data/processed/aligned/133-13.jpg,data/processed/aligned/19-01.jpg,0,frontal,half-profile
data/processed/aligned/52-12.jpg,data/processed/aligned/193-10.jpg,0,frontal,profile
data/processed/aligned/178-01.jpg,data/processed/aligned/178-11.jpg,1,profile,frontal
data/processed/aligned/61-12.jpg,data/processed/aligned/100-02.jpg,0,frontal,half-profile
data/processed/aligned/141-07.jpg,data/processed/aligned/141-09.jpg,1,half-profile,half-profile
data/processed/aligned/58-10.jpg,data/processed/aligned/58-11.jpg,1,profile,frontal
data/processed/aligned/85-06.jpg,data/processed/aligned/85-09.jpg,1,frontal,half-profile
data/processed/aligned/147-05.jpg,data/processed/aligned/56-10.jpg,0,frontal,profile
data/processed/aligned/87-05.jpg,data/processed/aligned/56-12.jpg,0,frontal,frontal
data/processed/aligned/184-03.jpg,data/processed/aligned/184-07.jpg,1,half-profile,frontal
data/processed/aligned/88-13.jpg,data/processed/aligned/56-01.jpg,0,frontal,profile
data/processed/aligned/181-01.jpg,data/processed/aligned/64-04.jpg,0,half-profile,half-profile
data/processed/aligned/177-04.jpg,data/processed/aligned/177-07.jpg,1,frontal,frontal
data/processed/aligned/35-01.jpg,data/processed/aligned/35-09.jpg,1,profile,half-profile
data/processed/aligned/23-06.jpg,data/processed/aligned/117-10.jpg,0,frontal,half-profile
data/processed/aligned/181-10.jpg,data/processed/aligned/105-01.jpg,0,profile,profile
data/processed/aligned/134-08.jpg,data/processed/aligned/158-08.jpg,0,half-profile,half-profile
data/processed/aligned/199-07.jpg,data/processed/aligned/28-01.jpg,0,half-profile,profile
data/processed/aligned/140-02.jpg,data/processed/aligned/82-02.jpg,0,half-profile,half-profile
data/processed/aligned/155-05.jpg,data/processed/aligned/155-11.jpg,1,frontal,frontal
data/processed/aligned/119-04.jpg,data/processed/aligned/158-02.jpg,0,half-profile,half-profile
data/processed/aligned/162-11.jpg,data/processed/aligned/40-07.jpg,0,frontal,half-profile
data/processed/aligned/96-02.jpg,data/processed/aligned/96-14.jpg,1,half-profile,frontal
data/processed/aligned/153-10.jpg,data/processed/aligned/81-10.jpg,0,profile,profile
data/processed/aligned/167-03.jpg,data/processed/aligned/75-10.jpg,0,half-profile,half-profile
data/processed/aligned/101-04.jpg,data/processed/aligned/101-05.jpg,1,half-profile,frontal
data/processed/aligned/117-06.jpg,data/processed/aligned/69-06.jpg,0,frontal,frontal
data/processed/aligned/47-01.jpg,data/processed/aligned/47-14.jpg,1,half-profile,frontal
data/processed/aligned/2-02.jpg,data/processed/aligned/2-14.jpg,1,half-profile,frontal
data/processed/aligned/56-02.jpg,data/processed/aligned/56-12.jpg,1,half-profile,frontal
data/processed/aligned/161-02.jpg,data/processed/aligned/49-10.jpg,0,half-profile,profile
data/processed/aligned/184-12.jpg,data/processed/aligned/179-06.jpg,0,frontal,frontal
data/processed/aligned/172-06.jpg,data/processed/aligned/172-13.jpg,1,frontal,frontal
data/processed/aligned/63-06.jpg,data/processed/aligned/63-11.jpg,1,frontal,frontal
data/processed/aligned/144-01.jpg,data/processed/aligned/144-11.jpg,1,profile,frontal
data/processed/aligned/22-02.jpg,data/processed/aligned/22-03.jpg,1,half-profile,half-profile
data/processed/aligned/64-04.jpg,data/processed/aligned/73-09.jpg,0,half-profile,half-profile
data/processed/aligned/26-09.jpg,data/processed/aligned/26-11.jpg,1,half-profile,frontal
data/processed/aligned/181-07.jpg,data/processed/aligned/126-02.jpg,0,half-profile,half-profile
data/processed/aligned/7-14.jpg,data/processed/aligned/26-04.jpg,0,frontal,frontal
data/processed/aligned/66-08.jpg,data/processed/aligned/66-13.jpg,1,half-profile,frontal
data/processed/aligned/57-03.jpg,data/processed/aligned/57-09.jpg,1,half-profile,half-profile
data/processed/aligned/167-05.jpg,data/processed/aligned/98-14.jpg,0,frontal,frontal
data/processed/aligned/157-01.jpg,data/processed/aligned/193-04.jpg,0,half-profile,half-profile
data/processed/aligned/152-06.jpg,data/processed/aligned/152-09.jpg,1,frontal,half-profile
data/processed/aligned/174-11.jpg,data/processed/aligned/148-10.jpg,0,frontal,profile
data/processed/aligned/179-09.jpg,data/processed/aligned/101-01.jpg,0,half-profile,profile
data/processed/aligned/30-12.jpg,data/processed/aligned/30-14.jpg,1,frontal,frontal
data/processed/aligned/59-03.jpg,data/processed/aligned/59-14.jpg,1,half-profile,frontal
data/processed/aligned/28-03.jpg,data/processed/aligned/147-02.jpg,0,half-profile,half-profile
data/processed/aligned/165-14.jpg,data/processed/aligned/108-08.jpg,0,frontal,half-profile
data/processed/aligned/19-08.jpg,data/processed/aligned/175-01.jpg,0,half-profile,profile
data/processed/aligned/92-06.jpg,data/processed/aligned/92-11.jpg,1,frontal,frontal
data/processed/aligned/132-12.jpg,data/processed/aligned/132-13.jpg,1,frontal,frontal
data/processed/aligned/21-04.jpg,data/processed/aligned/8-01.jpg,0,frontal,profile
data/processed/aligned/95-09.jpg,data/processed/aligned/95-14.jpg,1,half-profile,frontal
data/processed/aligned/135-04.jpg,data/processed/aligned/135-09.jpg,1,half-profile,half-profile
data/processed/aligned/72-05.jpg,data/processed/aligned/86-01.jpg,0,frontal,profile
data/processed/aligned/28-05.jpg,data/processed/aligned/5-13.jpg,0,frontal,frontal
data/processed/aligned/30-08.jpg,data/processed/aligned/30-14.jpg,1,half-profile,frontal
data/processed/aligned/17-05.jpg,data/processed/aligned/17-13.jpg,1,frontal,frontal
data/processed/aligned/132-02.jpg,data/processed/aligned/132-10.jpg,1,half-profile,profile
data/processed/aligned/103-04.jpg,data/processed/aligned/103-14.jpg,1,half-profile,frontal
data/processed/aligned/34-02.jpg,data/processed/aligned/166-01.jpg,0,half-profile,profile
data/processed/aligned/133-03.jpg,data/processed/aligned/133-09.jpg,1,half-profile,half-profile
data/processed/aligned/176-01.jpg,data/processed/aligned/179-10.jpg,0,profile,profile
data/processed/aligned/36-05.jpg,data/processed/aligned/179-06.jpg,0,frontal,frontal
data/processed/aligned/30-02.jpg,data/processed/aligned/30-10.jpg,1,half-profile,half-profile
data/processed/aligned/162-03.jpg,data/processed/aligned/20-10.jpg,0,half-profile,profile
data/processed/aligned/56-13.jpg,data/processed/aligned/124-01.jpg,0,frontal,profile
data/processed/aligned/87-09.jpg,data/processed/aligned/118-07.jpg,0,half-profile,half-profile
data/processed/aligned/133-08.jpg,data/processed/aligned/133-14.jpg,1,half-profile,frontal
data/processed/aligned/132-07.jpg,data/processed/aligned/132-09.jpg,1,half-profile,half-profile
data/processed/aligned/92-03.jpg,data/processed/aligned/92-07.jpg,1,half-profile,half-profile
data/processed/aligned/117-11.jpg,data/processed/aligned/193-10.jpg,0,frontal,profile
data/processed/aligned/169-02.jpg,data/processed/aligned/169-05.jpg,1,half-profile,frontal
data/processed/aligned/141-04.jpg,data/processed/aligned/55-03.jpg,0,half-profile,half-profile
data/processed/aligned/179-06.jpg,data/processed/aligned/179-12.jpg,1,frontal,frontal
data/processed/aligned/78-09.jpg,data/processed/aligned/79-03.jpg,0,half-profile,half-profile
data/processed/aligned/178-12.jpg,data/processed/aligned/191-01.jpg,0,frontal,profile
data/processed/aligned/59-02.jpg,data/processed/aligned/59-14.jpg,1,half-profile,frontal
data/processed/aligned/85-02.jpg,data/processed/aligned/157-03.jpg,0,half-profile,half-profile
data/processed/aligned/44-07.jpg,data/processed/aligned/91-03.jpg,0,frontal,half-profile
data/processed/aligned/166-07.jpg,data/processed/aligned/76-07.jpg,0,half-profile,half-profile
data/processed/aligned/139-09.jpg,data/processed/aligned/177-10.jpg,0,half-profile,half-profile
data/processed/aligned/78-12.jpg,data/processed/aligned/78-13.jpg,1,frontal,frontal
data/processed/aligned/83-10.jpg,data/processed/aligned/83-12.jpg,1,profile,frontal
data/processed/aligned/21-11.jpg,data/processed/aligned/149-06.jpg,0,frontal,frontal
data/processed/aligned/134-13.jpg,data/processed/aligned/56-03.jpg,0,frontal,half-profile
data/processed/aligned/144-03.jpg,data/processed/aligned/144-04.jpg,1,half-profile,half-profile
data/processed/aligned/86-07.jpg,data/processed/aligned/32-01.jpg,0,half-profile,profile
data/processed/aligned/94-04.jpg,data/processed/aligned/197-10.jpg,0,frontal,profile
data/processed/aligned/35-03.jpg,data/processed/aligned/125-10.jpg,0,half-profile,profile
data/processed/aligned/11-02.jpg,data/processed/aligned/11-09.jpg,1,half-profile,half-profile
data/processed/aligned/68-04.jpg,data/processed/aligned/68-09.jpg,1,half-profile,half-profile
data/processed/aligned/157-11.jpg,data/processed/aligned/157-13.jpg,1,frontal,frontal
data/processed/aligned/53-09.jpg,data/processed/aligned/53-13.jpg,1,half-profile,frontal
data/processed/aligned/57-02.jpg,data/processed/aligned/101-04.jpg,0,half-profile,half-profile
data/processed/aligned/99-08.jpg,data/processed/aligned/30-07.jpg,0,half-profile,half-profile
data/processed/aligned/199-04.jpg,data/processed/aligned/199-13.jpg,1,half-profile,frontal
data/processed/aligned/97-02.jpg,data/processed/aligned/172-01.jpg,0,half-profile,profile
data/processed/aligned/21-08.jpg,data/processed/aligned/21-11.jpg,1,half-profile,frontal
data/processed/aligned/26-12.jpg,data/processed/aligned/134-11.jpg,0,frontal,frontal
data/processed/aligned/41-10.jpg,data/processed/aligned/41-11.jpg,1,profile,frontal
data/processed/aligned/55-05.jpg,data/processed/aligned/55-07.jpg,1,frontal,half-profile
data/processed/aligned/5-12.jpg,data/processed/aligned/117-07.jpg,0,frontal,frontal
data/processed/aligned/75-05.jpg,data/processed/aligned/75-06.jpg,1,frontal,frontal
data/processed/aligned/143-05.jpg,data/processed/aligned/143-13.jpg,1,frontal,frontal
data/processed/aligned/182-10.jpg,data/processed/aligned/182-12.jpg,1,profile,frontal
data/processed/aligned/71-01.jpg,data/processed/aligned/71-06.jpg,1,profile,frontal
data/processed/aligned/186-10.jpg,data/processed/aligned/166-01.jpg,0,profile,profile
data/processed/aligned/22-05.jpg,data/processed/aligned/22-08.jpg,1,frontal,half-profile
data/processed/aligned/92-08.jpg,data/processed/aligned/92-13.jpg,1,half-profile,frontal
data/processed/aligned/91-03.jpg,data/processed/aligned/91-07.jpg,1,half-profile,half-profile
data/processed/aligned/152-01.jpg,data/processed/aligned/152-08.jpg,1,profile,half-profile
data/processed/aligned/103-05.jpg,data/processed/aligned/99-10.jpg,0,frontal,profile
data/processed/aligned/100-03.jpg,data/processed/aligned/100-12.jpg,1,half-profile,frontal
data/processed/aligned/172-11.jpg,data/processed/aligned/161-02.jpg,0,frontal,half-profile
data/processed/aligned/139-06.jpg,data/processed/aligned/139-08.jpg,1,frontal,half-profile
data/processed/aligned/89-03.jpg,data/processed/aligned/89-07.jpg,1,half-profile,half-profile
data/processed/aligned/24-11.jpg,data/processed/aligned/7-05.jpg,0,frontal,frontal
data/processed/aligned/193-01.jpg,data/processed/aligned/193-12.jpg,1,profile,frontal
data/processed/aligned/69-13.jpg,data/processed/aligned/108-02.jpg,0,frontal,half-profile
data/processed/aligned/192-06.jpg,data/processed/aligned/147-03.jpg,0,frontal,half-profile
data/processed/aligned/88-09.jpg,data/processed/aligned/167-01.jpg,0,half-profile,profile
data/processed/aligned/78-11.jpg,data/processed/aligned/90-08.jpg,0,frontal,half-profile
data/processed/aligned/23-01.jpg,data/processed/aligned/146-01.jpg,0,profile,profile
data/processed/aligned/95-01.jpg,data/processed/aligned/95-13.jpg,1,profile,frontal
data/processed/aligned/34-04.jpg,data/processed/aligned/34-08.jpg,1,half-profile,half-profile
data/processed/aligned/12-06.jpg,data/processed/aligned/12-07.jpg,1,frontal,frontal
data/processed/aligned/144-01.jpg,data/processed/aligned/144-04.jpg,1,profile,half-profile
data/processed/aligned/8-03.jpg,data/processed/aligned/7-01.jpg,0,half-profile,half-profile
data/processed/aligned/2-01.jpg,data/processed/aligned/2-12.jpg,1,profile,frontal
data/processed/aligned/191-09.jpg,data/processed/aligned/191-10.jpg,1,half-profile,profile
data/processed/aligned/28-11.jpg,data/processed/aligned/28-13.jpg,1,frontal,frontal
data/processed/aligned/79-14.jpg,data/processed/aligned/91-05.jpg,0,frontal,frontal
data/processed/aligned/52-06.jpg,data/processed/aligned/52-12.jpg,1,frontal,frontal
data/processed/aligned/25-14.jpg,data/processed/aligned/116-02.jpg,0,frontal,half-profile
data/processed/aligned/57-01.jpg,data/processed/aligned/39-01.jpg,0,half-profile,profile
data/processed/aligned/35-01.jpg,data/processed/aligned/35-06.jpg,1,profile,frontal
data/processed/aligned/57-07.jpg,data/processed/aligned/185-01.jpg,0,half-profile,profile
data/processed/aligned/117-03.jpg,data/processed/aligned/94-12.jpg,0,frontal,frontal
data/processed/aligned/9-13.jpg,data/processed/aligned/185-07.jpg,0,frontal,half-profile
data/processed/aligned/198-10.jpg,data/processed/aligned/107-10.jpg,0,profile,profile
data/processed/aligned/97-10.jpg,data/processed/aligned/87-01.jpg,0,profile,profile
data/processed/aligned/5-08.jpg,data/processed/aligned/172-03.jpg,0,half-profile,half-profile
data/processed/aligned/161-07.jpg,data/processed/aligned/55-08.jpg,0,frontal,half-profile
data/processed/aligned/152-07.jpg,data/processed/aligned/152-09.jpg,1,half-profile,half-profile
data/processed/aligned/26-12.jpg,data/processed/aligned/27-01.jpg,0,frontal,profile
data/processed/aligned/118-06.jpg,data/processed/aligned/118-11.jpg,1,frontal,frontal
data/processed/aligned/88-09.jpg,data/processed/aligned/88-10.jpg,1,half-profile,profile
data/processed/aligned/138-09.jpg,data/processed/aligned/49-03.jpg,0,half-profile,half-profile
data/processed/aligned/41-13.jpg,data/processed/aligned/172-12.jpg,0,frontal,frontal
data/processed/aligned/20-03.jpg,data/processed/aligned/20-06.jpg,1,half-profile,frontal
data/processed/aligned/53-06.jpg,data/processed/aligned/96-10.jpg,0,frontal,profile
data/processed/aligned/190-02.jpg,data/processed/aligned/190-06.jpg,1,half-profile,frontal
data/processed/aligned/36-04.jpg,data/processed/aligned/36-07.jpg,1,half-profile,half-profile
data/processed/aligned/8-06.jpg,data/processed/aligned/8-14.jpg,1,frontal,frontal
data/processed/aligned/98-06.jpg,data/processed/aligned/73-13.jpg,0,frontal,frontal
data/processed/aligned/135-10.jpg,data/processed/aligned/135-12.jpg,1,profile,frontal
data/processed/aligned/133-10.jpg,data/processed/aligned/133-12.jpg,1,profile,frontal
data/processed/aligned/184-04.jpg,data/processed/aligned/151-01.jpg,0,frontal,profile
data/processed/aligned/156-08.jpg,data/processed/aligned/156-14.jpg,1,half-profile,frontal
data/processed/aligned/8-01.jpg,data/processed/aligned/8-07.jpg,1,profile,half-profile
data/processed/aligned/118-08.jpg,data/processed/aligned/118-09.jpg,1,half-profile,half-profile
data/processed/aligned/143-09.jpg,data/processed/aligned/181-10.jpg,0,half-profile,profile
data/processed/aligned/35-07.jpg,data/processed/aligned/94-09.jpg,0,half-profile,half-profile
data/processed/aligned/146-10.jpg,data/processed/aligned/128-10.jpg,0,profile,profile
data/processed/aligned/88-02.jpg,data/processed/aligned/88-05.jpg,1,half-profile,frontal
data/processed/aligned/90-10.jpg,data/processed/aligned/72-01.jpg,0,profile,profile
data/processed/aligned/26-01.jpg,data/processed/aligned/26-02.jpg,1,half-profile,half-profile
data/processed/aligned/150-01.jpg,data/processed/aligned/148-01.jpg,0,profile,profile
data/processed/aligned/94-07.jpg,data/processed/aligned/120-08.jpg,0,half-profile,half-profile
data/processed/aligned/151-05.jpg,data/processed/aligned/151-11.jpg,1,frontal,frontal
data/processed/aligned/182-01.jpg,data/processed/aligned/182-07.jpg,1,profile,half-profile
data/processed/aligned/148-10.jpg,data/processed/aligned/148-12.jpg,1,profile,frontal
data/processed/aligned/192-11.jpg,data/processed/aligned/78-14.jpg,0,frontal,frontal
data/processed/aligned/189-08.jpg,data/processed/aligned/189-12.jpg,1,half-profile,frontal
data/processed/aligned/93-11.jpg,data/processed/aligned/2-10.jpg,0,frontal,profile
data/processed/aligned/152-06.jpg,data/processed/aligned/152-13.jpg,1,frontal,frontal
data/processed/aligned/64-05.jpg,data/processed/aligned/64-11.jpg,1,frontal,frontal
data/processed/aligned/63-06.jpg,data/processed/aligned/120-09.jpg,0,frontal,half-profile
data/processed/aligned/84-01.jpg,data/processed/aligned/84-14.jpg,1,half-profile,frontal
data/processed/aligned/71-10.jpg,data/processed/aligned/132-01.jpg,0,profile,profile
data/processed/aligned/149-12.jpg,data/processed/aligned/130-02.jpg,0,frontal,half-profile
data/processed/aligned/66-02.jpg,data/processed/aligned/66-03.jpg,1,half-profile,half-profile
data/processed/aligned/190-01.jpg,data/processed/aligned/190-04.jpg,1,profile,half-profile
data/processed/aligned/55-02.jpg,data/processed/aligned/157-01.jpg,0,half-profile,half-profile
data/processed/aligned/63-07.jpg,data/processed/aligned/50-09.jpg,0,half-profile,half-profile
data/processed/aligned/119-03.jpg,data/processed/aligned/29-02.jpg,0,half-profile,profile
data/processed/aligned/76-14.jpg,data/processed/aligned/199-04.jpg,0,frontal,half-profile
data/processed/aligned/106-08.jpg,data/processed/aligned/106-14.jpg,1,half-profile,frontal
data/processed/aligned/113-10.jpg,data/processed/aligned/162-01.jpg,0,profile,profile
data/processed/aligned/121-14.jpg,data/processed/aligned/96-08.jpg,0,frontal,half-profile
